general_rank,cutoff,community,community_rank
1232,196.0,BC,748
1233,196.0,MBC,290
1234,196.0,MBC,291
1235,196.0,BC,749
1236,196.0,BC,750
1237,196.0,BC,751
1238,196.0,BC,752
1239,196.0,BC,753
1240,196.0,MBC,292
1241,196.0,BC,754
1242,196.0,MBC,293
1243,196.0,BC,755
1244,196.0,BC,756
1245,196.0,BC,757
1246,196.0,BC,758
1247,196.0,MBC,294
1248,196.0,BC,759
1249,196.0,SC,49
1250,196.0,BCM,32
1251,196.0,BC,760
1252,196.0,BC,761
1253,196.0,BC,762
1254,196.0,MBC,295
1255,196.0,BC,763
1256,196.0,BC,764
1257,196.0,BC,765
1258,196.0,BC,766
1259,196.0,BC,767
1260,196.0,BC,768
1261,196.0,MBC,296
1262,196.0,BC,769
1263,196.0,MBC,297
1264,196.0,BC,770
1265,196.0,MBC,298
1266,196.0,BC,771
1267,196.0,BC,772
1268,196.0,BCM,33
1269,196.0,BC,773
1270,196.0,BC,774
1271,196.0,OC,
1272,196.0,BC,775
1273,196.0,SC,50
1274,196.0,BCM,34
1275,196.0,MBC,299
1276,196.0,OC,
1277,196.0,BCM,35
1278,196.0,MBC,300
1279,196.0,MBC,301
1280,196.0,BC,776
1281,196.0,MBC,302
1282,196.0,MBC,303
1283,196.0,BC,777
1284,196.0,BC,778
1285,196.0,SC,51
1286,196.0,OC,
1287,196.0,BC,779
1288,196.0,BCM,36
1289,196.0,SC,52
1290,196.0,BC,780
1291,196.0,BC,781
1292,196.0,BC,782
1293,196.0,BC,783
1294,196.0,BC,784
1295,196.0,MBC,304
1296,196.0,BC,785
1297,196.0,MBC,305
1298,196.0,MBC,306
1299,196.0,MBC,307
1300,196.0,SC,53
1301,196.0,MBC,308
1302,196.0,MBC,309
1303,196.0,BC,786
1304,196.0,MBC,310
1305,196.0,SC,54
1306,196.0,MBC,311
1307,196.0,BC,787
1308,196.0,BC,788
1309,196.0,BCM,37
1310,196.0,MBC,312
1311,196.0,BC,789
1312,196.0,BC,790
1313,196.0,MBC,313
1314,196.0,MBC,314
1315,196.0,BC,791
1316,196.0,BC,792
1317,196.0,BC,793
1318,196.0,SC,55
1319,196.0,BC,794
1320,196.0,MBC,315
1321,196.0,BC,795
1322,196.0,BC,796
1323,196.0,MBC,316
1324,196.0,BC,797
1325,196.0,BC,798
1326,196.0,BC,799
1327,196.0,BC,800
1328,196.0,MBC,317
1329,196.0,BC,801
1330,196.0,BC,802
1331,196.0,SC,56
1332,196.0,OC,
1333,196.0,BC,803
1334,196.0,BC,804
1335,196.0,BC,805
1336,196.0,MBC,318
1337,196.0,BC,806
1338,196.0,BC,807
1339,196.0,BC,808
1340,196.0,BC,809
1341,196.0,BC,810
1342,196.0,BC,811
1343,196.0,BC,812
1344,196.0,BC,813
1345,196.0,BC,814
1346,196.0,BC,815
1347,196.0,BC,816
1348,196.0,MBC,319
1349,196.0,BC,817
1350,196.0,OC,
1351,196.0,BC,818
1352,196.0,MBC,320
1353,196.0,SC,57
1354,196.0,BC,819
1355,196.0,OC,
1356,196.0,SC,58
1357,196.0,OC,
1358,196.0,BC,820
1359,196.0,BCM,38
1360,196.0,BC,821
1361,196.0,BC,822
1362,196.0,MBC,321
1363,196.0,MBC,322
1364,196.0,BC,823
1365,196.0,SC,59
1366,196.0,BC,824
1367,196.0,MBC,323
1368,196.0,BC,825
1369,196.0,BC,826
1370,196.0,OC,
1371,196.0,BC,827
1372,196.0,BC,828
1373,196.0,BC,829
1374,196.0,BC,830
1375,196.0,MBC,324
1376,196.0,OC,
1377,196.0,BC,831
1378,196.0,BC,832
1379,196.0,SC,60
1380,196.0,BC,833
1381,196.0,BCM,39
1382,196.0,BC,834
1383,196.0,BC,835
1384,196.0,BC,836
1385,196.0,BC,837
1386,196.0,MBC,325
1387,196.0,BC,838
1388,196.0,BC,839
1389,196.0,MBC,326
1390,196.0,BC,840
1391,196.0,BC,841
1392,196.0,BC,842
1393,196.0,OC,
1394,196.0,BCM,40
1395,196.0,BC,843
1396,196.0,BC,844
1397,196.0,BC,845
1398,196.0,BC,846
1399,196.0,OC,
1400,196.0,BC,847
1401,196.0,BC,848
1402,196.0,BCM,41
1403,196.0,MBC,327
1404,196.0,MBC,328
1405,196.0,OC,
1406,196.0,BC,849
1407,196.0,MBC,329
1408,196.0,BC,850
1409,196.0,BC,851
1410,196.0,BC,852
1411,196.0,BC,853
1412,196.0,BC,854
1413,196.0,BC,855
1414,196.0,BC,856
1415,196.0,MBC,330
1416,196.0,BC,857
1417,196.0,MBC,331
1418,196.0,BC,858
1419,196.0,BC,859
1420,196.0,BC,860
1421,196.0,BC,861
1422,196.0,BC,862
1423,196.0,BC,863
1424,196.0,BC,864
1425,196.0,BC,865
1426,196.0,BC,866
1427,196.0,BC,867
1428,196.0,OC,
1429,196.0,BC,868
1430,196.0,OC,
1431,196.0,BCM,42
1432,196.0,MBC,332
1433,196.0,BC,869
1434,196.0,BC,870
1435,196.0,MBC,333
1436,196.0,BC,871
1437,196.0,BCM,43
1438,196.0,BC,872
1439,196.0,BC,873
1440,196.0,BC,874
1441,196.0,MBC,334
1442,196.0,BC,875
1443,196.0,BC,876
1444,196.0,OC,
1445,196.0,MBC,335
1446,196.0,BC,877
1447,196.0,MBC,336
1448,196.0,MBC,337
1449,196.0,BC,878
1450,196.0,BC,879
1451,196.0,BC,880
1452,196.0,MBC,338
1453,196.0,MBC,339
1454,196.0,OC,
1455,196.0,BCM,44
1456,196.0,BC,881
1457,196.0,BC,882
1458,196.0,OC,
1459,196.0,BC,883
1460,196.0,BC,884
1461,196.0,MBC,340
1462,196.0,MBC,341
1463,196.0,MBC,342
1464,196.0,MBC,343
1465,196.0,MBC,344
1466,196.0,BC,885
1467,196.0,MBC,345
1468,196.0,BC,886
1469,196.0,BC,887
1470,196.0,BC,888
1471,196.0,MBC,346
1472,196.0,BC,889
1473,196.0,MBC,347
1474,196.0,BC,890
1475,196.0,BC,891
1476,196.0,MBC,348
1477,196.0,BC,892
1478,196.0,SC,61
1479,196.0,BC,893
1480,196.0,BC,894
1481,196.0,OC,
1482,196.0,BC,895
1483,196.0,BC,896
1484,196.0,BC,897
1485,196.0,BC,898
1486,196.0,BC,899
1487,196.0,MBC,349
1488,196.0,BC,900
1489,196.0,BC,901
1490,196.0,MBC,350
1491,196.0,BC,902
1492,196.0,BCM,45
1493,196.0,SC,62
1494,196.0,BC,903
1495,196.0,MBC,351
1496,196.0,MBC,352
1497,196.0,BC,904
1498,196.0,BC,905
1499,196.0,BC,906
1500,196.0,BC,907
1501,196.0,BC,908
1502,196.0,OC,
1503,196.0,MBC,353
1504,196.0,BC,909
1505,196.0,BC,910
1506,196.0,BC,911
1507,196.0,MBC,354
1508,196.0,MBC,355
1509,196.0,BC,912
1510,196.0,BC,913
1511,196.0,BC,914
1512,196.0,BC,915
1513,196.0,MBC,356
1514,196.0,MBC,357
1515,196.0,MBC,358
1516,196.0,BC,916
1517,196.0,BC,917
1518,196.0,MBC,359
1519,196.0,BC,918
1520,196.0,OC,
1521,196.0,MBC,360
1522,196.0,BC,919
1523,196.0,MBC,361
1524,196.0,BC,920
1525,195.75,OC,
1526,195.667,BC,921
1527,195.54,MBC,362
1528,195.5,BC,922
1529,195.5,MBC,363
1530,195.5,BC,923
1531,195.5,BC,924
1532,195.5,BC,925
1533,195.5,BC,926
1534,195.5,MBC,364
1535,195.5,BC,927
1536,195.5,MBC,365
1537,195.5,BC,928
1538,195.5,OC,
1539,195.5,MBC,366
1540,195.5,BC,929
1541,195.5,BC,930
1542,195.5,MBC,367
1543,195.5,BC,931
1544,195.5,SC,63
1545,195.5,SC,64
1546,195.5,BC,932
1547,195.5,OC,
1548,195.5,BC,933
1549,195.5,BC,934
1550,195.5,BC,935
1551,195.5,OC,
1552,195.5,BC,936
1553,195.5,BC,937
1554,195.5,BC,938
1555,195.5,BC,939
1556,195.5,MBC,368
1557,195.5,BC,940
1558,195.5,SC,65
1559,195.5,MBC,369
1560,195.5,OC,
1561,195.5,BC,941
1562,195.5,BC,942
1563,195.5,BC,943
1564,195.5,BC,944
1565,195.5,BC,945
1566,195.5,BC,946
1567,195.5,MBC,370
1568,195.5,BC,947
1569,195.5,MBC,371
1570,195.5,MBC,372
1571,195.5,BC,948
1572,195.5,SC,66
1573,195.5,OC,
1574,195.5,MBC,373
1575,195.5,MBC,374
1576,195.5,BC,949
1577,195.5,BC,950
1578,195.5,BC,951
1579,195.5,OC,
1580,195.5,BC,952
1581,195.5,SC,67
1582,195.5,OC,
1583,195.5,BC,953
1584,195.5,BC,954
1585,195.5,BC,955
1586,195.5,BCM,46
1587,195.5,BC,956
1588,195.5,MBC,375
1589,195.5,MBC,376
1590,195.5,MBC,377
1591,195.5,BC,957
1592,195.5,BC,958
1593,195.5,BCM,47
1594,195.5,BC,959
1595,195.5,BC,960
1596,195.5,BC,961
1597,195.5,MBC,378
1598,195.5,SC,68
1599,195.5,SC,69
1600,195.5,BC,962
1601,195.5,OC,
1602,195.5,BC,963
1603,195.5,MBC,379
1604,195.5,OC,
1605,195.5,BC,964
1606,195.5,BC,965
1607,195.5,BC,966
1608,195.5,BC,967
1609,195.5,OC,
1610,195.5,BC,968
1611,195.5,MBC,380
1612,195.5,BC,969
1613,195.5,BC,970
1614,195.5,OC,
1615,195.5,BC,971
1616,195.5,BC,972
1617,195.5,BC,973
1618,195.5,MBC,381
1619,195.5,BC,974
1620,195.5,BC,975
1621,195.5,BCM,48
1622,195.5,MBC,382
1623,195.5,BC,976
1624,195.5,SC,70
1625,195.5,MBC,383
1626,195.5,OC,
1627,195.5,BC,977
1628,195.5,BC,978
1629,195.5,MBC,384
1630,195.5,MBC,385
1631,195.5,MBC,386
1632,195.5,SC,71
1633,195.5,BC,979
1634,195.5,BC,980
1635,195.5,BCM,49
1636,195.5,BC,981
1637,195.5,MBC,387
1638,195.5,BC,982
1639,195.5,BC,983
1640,195.5,BC,984
1641,195.5,BC,985
1642,195.5,OC,
1643,195.5,BC,986
1644,195.5,BC,987
1645,195.5,BC,988
1646,195.5,BC,989
1647,195.5,BC,990
1648,195.5,MBC,388
1649,195.5,BCM,50
1650,195.5,BC,991
1651,195.5,MBC,389
1652,195.5,BC,992
1653,195.5,MBC,390
1654,195.5,BC,993
1655,195.5,MBC,391
1656,195.5,MBC,392
1657,195.5,MBC,393
1658,195.5,BC,994
1659,195.5,BC,995
1660,195.5,SC,72
1661,195.5,BC,996
1662,195.5,BC,997
1663,195.5,MBC,394
1664,195.5,SC,73
1665,195.5,BC,998
1666,195.5,MBC,395
1667,195.5,ST,2
1668,195.5,BC,999
1669,195.5,BC,1000
1670,195.5,MBC,396
1671,195.5,SC,74
1672,195.5,MBC,397
1673,195.5,MBC,398
1674,195.5,BC,1001
1675,195.5,BC,1002
1676,195.5,BC,1003
1677,195.5,MBC,399
1678,195.5,BC,1004
1679,195.5,BC,1005
1680,195.5,MBC,400
1681,195.5,MBC,401
1682,195.5,MBC,402
1683,195.5,BC,1006
1684,195.5,MBC,403
1685,195.5,BC,1007
1686,195.5,BC,1008
1687,195.5,OC,
1688,195.5,BC,1009
1689,195.5,BC,1010
1690,195.5,BC,1011
1691,195.5,MBC,404
1692,195.5,MBC,405
1693,195.5,BC,1012
1694,195.5,BC,1013
1695,195.5,BC,1014
1696,195.5,BC,1015
1697,195.5,MBC,406
1698,195.5,BC,1016
1699,195.5,OC,
1700,195.5,BC,1017
1701,195.5,BC,1018
1702,195.5,MBC,407
1703,195.5,BC,1019
1704,195.5,MBC,408
1705,195.5,BC,1020
1706,195.5,BC,1021
1707,195.5,BC,1022
1708,195.5,BC,1023
1709,195.5,BC,1024
1710,195.5,BC,1025
1711,195.5,BC,1026
1712,195.5,BC,1027
1713,195.5,BC,1028
1714,195.5,BCM,51
1715,195.5,BC,1029
1716,195.5,BC,1030
1717,195.5,SC,75
1718,195.5,BC,1031
1719,195.5,BC,1032
1720,195.5,BC,1033
1721,195.5,MBC,409
1722,195.5,BC,1034
1723,195.5,BC,1035
1724,195.5,MBC,410
1725,195.5,OC,
1726,195.5,BCM,52
1727,195.5,BC,1036
1728,195.5,SC,76
1729,195.5,BCM,53
1730,195.5,BCM,54
1731,195.5,BC,1037
1732,195.5,BC,1038
1733,195.5,OC,
1734,195.5,BC,1039
1735,195.5,MBC,411
1736,195.5,BC,1040
1737,195.5,BC,1041
1738,195.5,BC,1042
1739,195.5,MBC,412
1740,195.5,BC,1043
1741,195.5,BC,1044
1742,195.5,BC,1045
1743,195.5,BC,1046
1744,195.5,MBC,413
1745,195.5,BC,1047
1746,195.5,BC,1048
1747,195.5,BC,1049
1748,195.5,BC,1050
1749,195.5,MBC,414
1750,195.5,BC,1051
1751,195.5,BC,1052
1752,195.5,BC,1053
1753,195.5,BC,1054
1754,195.5,OC,
1755,195.5,MBC,415
1756,195.5,BC,1055
1757,195.5,SC,77
1758,195.5,BC,1056
1759,195.5,MBC,416
1760,195.5,BC,1057
1761,195.5,BC,1058
1762,195.5,MBC,417
1763,195.5,BC,1059
1764,195.5,OC,
1765,195.5,OC,
1766,195.5,BC,1060
1767,195.5,BC,1061
1768,195.5,BC,1062
1769,195.5,BC,1063
1770,195.5,BC,1064
1771,195.5,MBC,418
1772,195.5,MBC,419
1773,195.5,BC,1065
1774,195.5,MBC,420
1775,195.5,BC,1066
1776,195.5,MBC,421
1777,195.5,BC,1067
1778,195.5,MBC,422
1779,195.5,BC,1068
1780,195.5,BC,1069
1781,195.5,BC,1070
1782,195.5,MBC,423
1783,195.5,BC,1071
1784,195.5,MBC,424
1785,195.5,BC,1072
1786,195.5,BC,1073
1787,195.5,BC,1074
1788,195.5,BC,1075
1789,195.5,MBC,425
1790,195.5,BC,1076
1791,195.5,BC,1077
1792,195.5,BC,1078
1793,195.5,BC,1079
1794,195.5,MBC,426
1795,195.5,MBC,427
1796,195.5,SC,78
1797,195.5,BC,1080
1798,195.5,BC,1081
1799,195.5,BC,1082
1800,195.5,BC,1083
1801,195.5,SC,79
1802,195.5,SC,80
1803,195.5,BCM,55
1804,195.5,MBC,428
1805,195.5,BC,1084
1806,195.5,MBC,429
1807,195.5,BC,1085
1808,195.5,BC,1086
1809,195.5,BCM,56
1810,195.5,BC,1087
1811,195.5,BC,1088
1812,195.5,MBC,430
1813,195.5,BC,1089
1814,195.5,BCM,57
1815,195.5,BC,1090
1816,195.5,SC,81
1817,195.5,BC,1091
1818,195.5,BC,1092
1819,195.5,MBC,431
1820,195.5,BC,1093
1821,195.5,BC,1094
1822,195.5,BC,1095
1823,195.5,SC,82
1824,195.5,BCM,58
1825,195.5,MBC,432
1826,195.333,BC,1096
1827,195.333,BC,1097
1828,195.333,MBC,433
1829,195.0,MBC,434
1830,195.0,MBC,435
1831,195.0,OC,
1832,195.0,BC,1098
1833,195.0,MBC,436
1834,195.0,MBC,437
1835,195.0,BC,1099
1836,195.0,MBC,438
1837,195.0,MBC,439
1838,195.0,MBC,440
1839,195.0,BCM,59
1840,195.0,BC,1100
1841,195.0,BC,1101
1842,195.0,BC,1102
1843,195.0,MBC,441
1844,195.0,BC,1103
1845,195.0,BC,1104
1846,195.0,BC,1105
1847,195.0,MBC,442
1848,195.0,MBC,443
1849,195.0,BCM,60
1850,195.0,BC,1106
1851,195.0,BC,1107
1852,195.0,BC,1108
1853,195.0,MBC,444
1854,195.0,MBC,445
1855,195.0,MBC,446
1856,195.0,BC,1109
1857,195.0,MBC,447
1858,195.0,OC,
1859,195.0,BC,1110
1860,195.0,MBC,448
1861,195.0,BC,1111
1862,195.0,BC,1112
1863,195.0,BC,1113
1864,195.0,BC,1114
1865,195.0,MBC,449
1866,195.0,BC,1115
1867,195.0,BC,1116
1868,195.0,SC,83
1869,195.0,BC,1117
1870,195.0,OC,
1871,195.0,BC,1118
1872,195.0,MBC,450
1873,195.0,BC,1119
1874,195.0,BC,1120
1875,195.0,BC,1121
1876,195.0,ST,3
1877,195.0,BC,1122
1878,195.0,BC,1123
1879,195.0,BC,1124
1880,195.0,BC,1125
1881,195.0,MBC,451
1882,195.0,BC,1126
1883,195.0,MBC,452
1884,195.0,MBC,453
1885,195.0,BC,1127
1886,195.0,BC,1128
1887,195.0,SC,84
1888,195.0,MBC,454
1889,195.0,MBC,455
1890,195.0,OC,
1891,195.0,BC,1129
1892,195.0,BC,1130
1893,195.0,SC,85
1894,195.0,BC,1131
1895,195.0,MBC,456
1896,195.0,BC,1132
1897,195.0,MBC,457
1898,195.0,BC,1133
1899,195.0,BC,1134
1900,195.0,BC,1135
1901,195.0,BC,1136
1902,195.0,BC,1137
1903,195.0,MBC,458
1904,195.0,OC,
1905,195.0,BC,1138
1906,195.0,BC,1139
1907,195.0,BC,1140
1908,195.0,BC,1141
1909,195.0,BC,1142
1910,195.0,BC,1143
1911,195.0,MBC,459
1912,195.0,BC,1144
1913,195.0,MBC,460
1914,195.0,BCM,61
1915,195.0,BC,1145
1916,195.0,MBC,461
1917,195.0,BC,1146
1918,195.0,OC,
1919,195.0,BCM,62
1920,195.0,BC,1147
1921,195.0,SC,86
1922,195.0,MBC,462
1923,195.0,BC,1148
1924,195.0,MBC,463
1925,195.0,BC,1149
1926,195.0,BC,1150
1927,195.0,BC,1151
1928,195.0,BCM,63
1929,195.0,MBC,464
1930,195.0,BC,1152
1931,195.0,BC,1153
1932,195.0,MBC,465
1933,195.0,BC,1154
1934,195.0,BC,1155
1935,195.0,BC,1156
1936,195.0,MBC,466
1937,195.0,BC,1157
1938,195.0,BC,1158
1939,195.0,MBC,467
1940,195.0,MBC,468
1941,195.0,OC,
1942,195.0,BC,1159
1943,195.0,BC,1160
1944,195.0,MBC,469
1945,195.0,BC,1161
1946,195.0,BC,1162
1947,195.0,BC,1163
1948,195.0,MBC,470
1949,195.0,BC,1164
1950,195.0,SC,87
1951,195.0,BC,1165
1952,195.0,BC,1166
1953,195.0,BC,1167
1954,195.0,MBC,471
1955,195.0,BC,1168
1956,195.0,OC,
1957,195.0,OC,
1958,195.0,MBC,472
1959,195.0,SC,88
1960,195.0,BC,1169
1961,195.0,MBC,473
1962,195.0,BC,1170
1963,195.0,BC,1171
1964,195.0,BC,1172
1965,195.0,BC,1173
1966,195.0,BC,1174
1967,195.0,BC,1175
1968,195.0,BC,1176
1969,195.0,BC,1177
1970,195.0,BC,1178
1971,195.0,MBC,474
1972,195.0,OC,
1973,195.0,OC,
1974,195.0,MBC,475
1975,195.0,BCM,64
1976,195.0,BC,1179
1977,195.0,MBC,476
1978,195.0,BC,1180
1979,195.0,BC,1181
1980,195.0,BC,1182
1981,195.0,BC,1183
1982,195.0,BC,1184
1983,195.0,MBC,477
1984,195.0,MBC,478
1985,195.0,MBC,479
1986,195.0,MBC,480
1987,195.0,BC,1185
1988,195.0,MBC,481
1989,195.0,BC,1186
1990,195.0,OC,
1991,195.0,OC,
1992,195.0,BC,1187
1993,195.0,BCM,65
1994,195.0,MBC,482
1995,195.0,BC,1188
1996,195.0,BC,1189
1997,195.0,MBC,483
1998,195.0,BC,1190
1999,195.0,BC,1191
2000,195.0,MBC,484
2001,195.0,MBC,485
2002,195.0,BC,1192
2003,195.0,MBC,486
2004,195.0,MBC,487
2005,195.0,BC,1193
2006,195.0,BC,1194
2007,195.0,BC,1195
2008,195.0,OC,
2009,195.0,SCA,3
2010,195.0,SC,89
2011,195.0,BC,1196
2012,195.0,BC,1197
2013,195.0,BC,1198
2014,195.0,MBC,488
2015,195.0,BC,1199
2016,195.0,SC,90
2017,195.0,BC,1200
2018,195.0,BC,1201
2019,195.0,SC,91
2020,195.0,BC,1202
2021,195.0,SC,92
2022,195.0,BC,1203
2023,195.0,MBC,489
2024,195.0,MBC,490
2025,195.0,BC,1204
2026,195.0,BC,1205
2027,195.0,BC,1206
2028,195.0,BC,1207
2029,195.0,MBC,491
2030,195.0,BC,1208
2031,195.0,BC,1209
2032,195.0,BC,1210
2033,195.0,BCM,66
2034,195.0,BC,1211
2035,195.0,BC,1212
2036,195.0,BC,1213
2037,195.0,MBC,492
2038,195.0,SC,93
2039,195.0,BC,1214
2040,195.0,MBC,493
2041,195.0,BC,1215
2042,195.0,MBC,494
2043,195.0,BC,1216
2044,195.0,BC,1217
2045,195.0,MBC,495
2046,195.0,BC,1218
2047,195.0,BC,1219
2048,195.0,SC,94
2049,195.0,BC,1220
2050,195.0,BC,1221
2051,195.0,BC,1222
2052,195.0,MBC,496
2053,195.0,BC,1223
2054,195.0,BC,1224
2055,195.0,MBC,497
2056,195.0,BC,1225
2057,195.0,BC,1226
2058,195.0,MBC,498
2059,195.0,OC,
2060,195.0,BC,1227
2061,195.0,OC,
2062,195.0,BC,1228
2063,195.0,BC,1229
2064,195.0,BC,1230
2065,195.0,SC,95
2066,195.0,BC,1231
2067,195.0,SC,96
2068,195.0,BC,1232
2069,195.0,BC,1233
2070,195.0,BC,1234
2071,195.0,BC,1235
2072,195.0,BC,1236
2073,195.0,BC,1237
2074,195.0,BC,1238
2075,195.0,BC,1239
2076,195.0,MBC,499
2077,195.0,MBC,500
2078,195.0,BC,1240
2079,195.0,OC,
2080,195.0,BC,1241
2081,195.0,MBC,501
2082,195.0,MBC,502
2083,195.0,BC,1242
2084,195.0,MBC,503
2085,195.0,BC,1243
2086,195.0,OC,
2087,195.0,SCA,4
2088,195.0,BC,1244
2089,195.0,BC,1245
2090,195.0,MBC,504
2091,195.0,BC,1246
2092,195.0,MBC,505
2093,195.0,BC,1247
2094,195.0,BC,1248
2095,195.0,SC,97
2096,195.0,BC,1249
2097,195.0,MBC,506
2098,195.0,MBC,507
2099,195.0,BC,1250
2100,195.0,BC,1251
2101,195.0,BC,1252
2102,195.0,MBC,508
2103,195.0,MBC,509
2104,195.0,BC,1253
2105,195.0,BC,1254
2106,195.0,MBC,510
2107,195.0,BC,1255
2108,195.0,BC,1256
2109,195.0,BC,1257
2110,195.0,BC,1258
2111,195.0,BC,1259
2112,195.0,BC,1260
2113,195.0,MBC,511
2114,195.0,BCM,67
2115,195.0,BC,1261
2116,195.0,MBC,512
2117,195.0,SC,98
2118,195.0,BC,1262
2119,195.0,MBC,513
2120,195.0,BC,1263
2121,195.0,BC,1264
2122,195.0,OC,
2123,195.0,BC,1265
2124,195.0,BC,1266
2125,195.0,BC,1267
2126,195.0,BC,1268
2127,195.0,MBC,514
2128,195.0,MBC,515
2129,195.0,MBC,516
2130,195.0,BC,1269
2131,195.0,MBC,517
2132,195.0,BC,1270
2133,195.0,OC,
2134,195.0,OC,
2135,195.0,MBC,518
2136,195.0,BC,1271
2137,195.0,MBC,519
2138,195.0,MBC,520
2139,195.0,BC,1272
2140,195.0,BC,1273
2141,195.0,BC,1274
2142,195.0,MBC,521
2143,195.0,MBC,522
2144,195.0,SC,99
2145,195.0,MBC,523
2146,195.0,BC,1275
2147,195.0,BC,1276
2148,195.0,MBC,524
2149,195.0,BC,1277
2150,195.0,BC,1278
2151,195.0,BC,1279
2152,194.68,BC,1280
2153,194.667,BC,1281
2154,194.667,BC,1282
2155,194.667,OC,
2156,194.667,MBC,525
2157,194.5,MBC,526
2158,194.5,BC,1283
2159,194.5,BC,1284
2160,194.5,SCA,5
2161,194.5,BC,1285
2162,194.5,BC,1286
2163,194.5,BC,1287
2164,194.5,MBC,527
2165,194.5,SC,100
2166,194.5,BC,1288
2167,194.5,MBC,528
2168,194.5,BC,1289
2169,194.5,BC,1290
2170,194.5,BC,1291
2171,194.5,SC,101
2172,194.5,SC,102
2173,194.5,MBC,529
2174,194.5,MBC,530
2175,194.5,MBC,531
2176,194.5,BC,1292
2177,194.5,BC,1293
2178,194.5,MBC,532
2179,194.5,BC,1294
2180,194.5,BC,1295
2181,194.5,BC,1296
2182,194.5,MBC,533
2183,194.5,MBC,534
2184,194.5,BC,1297
2185,194.5,MBC,535
2186,194.5,BCM,68
2187,194.5,SC,103
2188,194.5,MBC,536
2189,194.5,OC,
2190,194.5,BC,1298
2191,194.5,BC,1299
2192,194.5,BC,1300
2193,194.5,BC,1301
2194,194.5,BC,1302
2195,194.5,BC,1303
2196,194.5,BC,1304
2197,194.5,SC,104
2198,194.5,BC,1305
2199,194.5,BCM,69
2200,194.5,BC,1306
2201,194.5,BC,1307
2202,194.5,MBC,537
2203,194.5,BC,1308
2204,194.5,MBC,538
2205,194.5,BC,1309
2206,194.5,OC,
2207,194.5,MBC,539
2208,194.5,BC,1310
2209,194.5,BC,1311
2210,194.5,BC,1312
2211,194.5,BC,1313
2212,194.5,MBC,540
2213,194.5,BCM,70
2214,194.5,BC,1314
2215,194.5,BC,1315
2216,194.5,BC,1316
2217,194.5,BC,1317
2218,194.5,BC,1318
2219,194.5,MBC,541
2220,194.5,BC,1319
2221,194.5,BC,1320
2222,194.5,BC,1321
2223,194.5,SC,105
2224,194.5,BC,1322
2225,194.5,MBC,542
2226,194.5,BC,1323
2227,194.5,BC,1324
2228,194.5,BC,1325
2229,194.5,BC,1326
2230,194.5,MBC,543
2231,194.5,OC,
2232,194.5,BC,1327
2233,194.5,BC,1328
2234,194.5,BC,1329
2235,194.5,MBC,544
2236,194.5,BC,1330
2237,194.5,MBC,545
2238,194.5,SC,106
2239,194.5,BC,1331
2240,194.5,MBC,546
2241,194.5,MBC,547
2242,194.5,BC,1332
2243,194.5,BC,1333
2244,194.5,MBC,548
2245,194.5,OC,
2246,194.5,MBC,549
2247,194.5,BC,1334
2248,194.5,MBC,550
2249,194.5,BC,1335
2250,194.5,BC,1336
2251,194.5,BCM,71
2252,194.5,SC,107
2253,194.5,MBC,551
2254,194.5,BC,1337
2255,194.5,OC,
2256,194.5,MBC,552
2257,194.5,SC,108
2258,194.5,BC,1338
2259,194.5,BC,1339
2260,194.5,BC,1340
2261,194.5,MBC,553
2262,194.5,OC,
2263,194.5,MBC,554
2264,194.5,MBC,555
2265,194.5,BC,1341
2266,194.5,BC,1342
2267,194.5,BC,1343
2268,194.5,BC,1344
2269,194.5,SC,109
2270,194.5,BC,1345
2271,194.5,SC,110
2272,194.5,BC,1346
2273,194.5,MBC,556
2274,194.5,OC,
2275,194.5,MBC,557
2276,194.5,BC,1347
2277,194.5,BC,1348
2278,194.5,SC,111
2279,194.5,BC,1349
2280,194.5,MBC,558
2281,194.5,MBC,559
2282,194.5,BC,1350
2283,194.5,BC,1351
2284,194.5,BC,1352
2285,194.5,BC,1353
2286,194.5,BC,1354
2287,194.5,MBC,560
2288,194.5,MBC,561
2289,194.5,BC,1355
2290,194.5,MBC,562
2291,194.5,MBC,563
2292,194.5,BC,1356
2293,194.5,BC,1357
2294,194.5,BC,1358
2295,194.5,BC,1359
2296,194.5,MBC,564
2297,194.5,BC,1360
2298,194.5,BC,1361
2299,194.5,BC,1362
2300,194.5,MBC,565
2301,194.5,BC,1363
2302,194.5,BC,1364
2303,194.5,MBC,566
2304,194.5,SC,112
2305,194.5,BC,1365
2306,194.5,MBC,567
2307,194.5,OC,
2308,194.5,MBC,568
2309,194.5,MBC,569
2310,194.5,BC,1366
2311,194.5,MBC,570
2312,194.5,BC,1367
2313,194.5,BC,1368
2314,194.5,MBC,571
2315,194.5,BC,1369
2316,194.5,SC,113
2317,194.5,MBC,572
2318,194.5,BC,1370
2319,194.5,BC,1371
2320,194.5,BC,1372
2321,194.5,MBC,573
2322,194.5,BC,1373
2323,194.5,BC,1374
2324,194.5,BC,1375
2325,194.5,MBC,574
2326,194.5,BC,1376
2327,194.5,BC,1377
2328,194.5,BC,1378
2329,194.5,BC,1379
2330,194.5,OC,
2331,194.5,BC,1380
2332,194.5,BC,1381
2333,194.5,BC,1382
2334,194.5,BC,1383
2335,194.5,BC,1384
2336,194.5,BC,1385
2337,194.5,BC,1386
2338,194.5,MBC,575
2339,194.5,BC,1387
2340,194.5,BC,1388
2341,194.5,MBC,576
2342,194.5,BC,1389
